"city","state","name","email","phone","img_url","city_site_url","population"
"Ocala","FL","Kent Guinn","kguinn@ocalafl.org","352-401-3977","https://secure.usmayors.org/mayorphotos/Guinn_Kent!856.JPG","http://www.ocalafl.org","60429"
"Sanford","FL","Jeff Triplett","jeff.triplett@sanfordfl.gov","407-688-5001-x5201","https://secure.usmayors.org/mayorphotos/Triplett_Jeff!1056.jpg","http://www.sanfordfl.gov","60035"
"Margate","FL","Tommy Ruzzano","truzzano@margatefl.com","954-935-5326","https://secure.usmayors.org/mayorphotos/Ruzzano_Tommy!54888.jpg","http://www.margatefl.com","58656"
"Sarasota","FL","Jen Ahearn-Koch","jen.ahearn-koch@sarasotafl.gov","941-954-4115","https://secure.usmayors.org/mayorphotos/Ahearn-Koch_Jen!54844.jpg","http://www.sarasotagov.com","57738"
"Bradenton","FL","Wayne H. Poston","wayne.poston@cityofbradenton.com","941-932-9450","https://secure.usmayors.org/mayorphotos/Poston_Wayne!131.JPG","http://www.cityofbradenton.com","57644"
"Bonita Springs","FL","Peter Simmons","peter.simmons@cityofbonitasprings.org","239-949-6262","https://secure.usmayors.org/mayorphotos/Simmons_Peter!3346.JPG","http://cityofbonitasprings.org","57370"
"Palm Beach Gardens","FL","Carl W. Woods","cwoods@pbgfl.com","561-799-4105","https://secure.usmayors.org/mayorphotos/0034N00002iS3B2.jpg","http://www.pbgfl.com","56284"
"St. Cloud","FL","Nathan Blackwell","nathan.blackwell@stcloud.org","407-957-8401","https://secure.usmayors.org/mayorphotos/Blackwell_Nathan!53149.jpg","http://www.stcloud.org","54115"
"Apopka","FL","Bryan Nelson","bnelson@apopka.net","407-703-1601","https://secure.usmayors.org/mayorphotos/Nelson_Bryan!54333.jpg","http://www.apopka.net","53489"
"Pinellas Park","FL","Sandra 'Sandy' Lee Bradbury","sbradbury@pinellas-park.com","727-369-0700","https://secure.usmayors.org/mayorphotos/Bradbury_Sandra!919.JPG","http://www.pinellas-park.com","53098"
"Pensacola","FL","Grover C. Robinson IV","mayorrobinson@cityofpensacola.com","850-435-1626","https://secure.usmayors.org/mayorphotos/Robinson_Grover!54525.jpg","http://www.cityofpensacola.com","52713"
"Coral Gables","FL","Raul J. Valdes-Fauli","rvaldes-fauli@coralgables.com","305-460-5220","https://secure.usmayors.org/mayorphotos/Valdes-Fauli_Raul!53477.jpg","http://www.coralgables.com","50999"
"Ocoee","FL","Rusty Johnson","rjohnson@ocoee.org","407-554-7110","https://secure.usmayors.org/mayorphotos/Johnson_Rusty!3517.jpg","http://www.ocoee.org","47720"
"Titusville","FL","Walt Johnson","walt.johnson@titusville.com","321-383-5775","https://secure.usmayors.org/mayorphotos/Johnson_Walt!53139.jpg","http://www.titusville.com","46497"
"Fort Pierce","FL","Linda Hudson","lhudson@city-ftpierce.com","561-460-2200","https://secure.usmayors.org/mayorphotos/Hudson_Linda!403.JPG","http://www.cityoffortpierce.com","46071"
"North Miami Beach","FL","Anthony F. DeFillipo","anthony.defillipo@citynmb.com","305-948-2986","https://secure.usmayors.org/mayorphotos/DeFillipo_Anthony!54446.jpg","https://www.citynmb.com","45887"
"Oakland Park","FL","Matthew Sparks","matthews@oaklandparkfl.gov","954-560-6384","https://secure.usmayors.org/mayorphotos/Sparks_Matthew!54768.jpg","http://www.oaklandparkfl.gov","45339"
"Winter Garden","FL","John Rees","jrees@wintergarden-fl.gov","407-656-7372","https://secure.usmayors.org/mayorphotos/Rees_John!3522.jpg","http://www.cwgdn.com","45266"
"Cutler Bay","FL","Tim Meerbott","tmeerbott@cutlerbay-fl.gov","305-234-4262","https://secure.usmayors.org/mayorphotos/Meerbott_Tim!54520.jpg","http://www.cutlerbay-fl.gov","44867"
"North Lauderdale","FL","Ana M. Ziade","amziade@nlauderdale.org","954-724-7056","https://secure.usmayors.org/mayorphotos/Ziade_Ana!54524.jpg","http://www.nlauderdale.org","44391"
"Altamonte Springs","FL","Patricia Bates","pbates@altamonte.org","407-571-8031","https://secure.usmayors.org/mayorphotos/Bates_Patricia!19.jpg","http://www.altamonte.org","44241"
"Ormond Beach","FL","Bill Partington","bill.partington@ormondbeach.org","386-871-8232","https://secure.usmayors.org/mayorphotos/Partington_Bill!53147.jpg","http://www.ormondbeach.org","43475"
"Winter Haven","FL","Bradley T. Dantzler","bdantzler@mywinterhaven.com","863-289-9947","https://secure.usmayors.org/mayorphotos/Dantzler_Bradley!54137.jpg","http://www.mywinterhaven.com","43020"
"Oviedo","FL","Megan Sladek","msladek@cityofoviedo.net","407-971-5606","https://secure.usmayors.org/mayorphotos/Sladek_Megan!54821.jpg","http://cityofoviedo.net","41557"
"Greenacres","FL","Joel Flores","jflores@greenacresfl.gov","561-642-2017","https://secure.usmayors.org/mayorphotos/Flores_Joel!53427.jpg","http://ci.greenacres.fl.us","41084"
"Royal Palm Beach","FL","Fred Pinto","mayor@royalpalmbeach.com","561-790-5103","https://secure.usmayors.org/mayorphotos/Pinto_Fred!3520.jpg","http://www.royalpalmbeach.com","40018"
"Hallandale Beach","FL","Joy Cooper","jcooper@hallandalebeachfl.gov","954-457-1318","https://secure.usmayors.org/mayorphotos/Cooper_Joy!54778.jpg","http://www.hallandalebeachfl.gov","39940"
"Plant City","FL","Rick A. Lott","rlott@plantcitygov.com","813-659-4200","https://secure.usmayors.org/mayorphotos/Lott_Rick!3519.jpg","http://www.plantcitygov.com","39156"
"Lake Worth","FL","Pam Triolo","ptriolo@lakeworthbeachfl.gov","561-586-1730","https://secure.usmayors.org/mayorphotos/Triolo_Pam!2161.JPG","http://www.lakeworth.org","38267"
"Aventura","FL","Enid Weisman","eweisman@cityofaventura.com","305-466-8900","https://secure.usmayors.org/mayorphotos/Weisman_Enid!3512.jpg","http://www.cityofaventura.com","37988"
"Winter Springs","FL","Charles Lacey","clacey@winterspringsfl.org","407-327-5956","https://secure.usmayors.org/mayorphotos/Lacey_Charles!3215.JPG","http://www.winterspringsfl.org","37321"
"Panama City","FL","Greg Brudnicki","mayor-comm@pcgov.org","850-872-3002","https://secure.usmayors.org/mayorphotos/Brudnicki_Greg!887.JPG","http://www.cityofpanamacity.com","36908"
"Clermont","FL","Gail Ash","gash@clermontfl.org","352-241-7358","https://secure.usmayors.org/mayorphotos/Ash_Gail!3612.jpg","http://www.clermontfl.gov","36693"
"Dunedin","FL","Julie Ward Bujalski","jbujalski@dunedinfl.net","727-298-3001","https://secure.usmayors.org/mayorphotos/Bujalski_Julie!313.jpg","http://www.dunedingov.com","36580"
"Lauderdale Lakes","FL","Hazelle Rogers","hazeller@lauderdalelakes.org","954-535-2706","https://secure.usmayors.org/mayorphotos/Rogers_Hazelle!53142.jpg","http://www.lauderdalelakes.org","36324"
"Cooper City","FL","Greg Ross","mayor_ross@coopercityfl.org","954-434-4300-ext.-260","https://secure.usmayors.org/mayorphotos/Ross_Greg!3513.jpg","http://www.coopercityfl.org","35853"
"Riviera Beach","FL","Ronnie L. Felder","rfelder@rivierabch.com","561-845-4095","https://secure.usmayors.org/mayorphotos/Felder_Ronnie!54702.jpg","http://www.rivierabch.com","34834"
"Parkland","FL","Christine Hunschofsky","chunschofsky@cityofparkland.org","954-757-4127","https://secure.usmayors.org/mayorphotos/Hunschofsky_Christine!53412.jpg","http://www.cityofparkland.org","33631"
"DeLand","FL","Robert F. Apgar","apgarr@deland.org","386-804-6170","https://secure.usmayors.org/mayorphotos/0034N00002r8sbq.jpg","https://www.deland.org","33532"
"Dania Beach","FL","Lori Lewellen","llewellen@daniabeachfl.gov","954-924-6800","https://secure.usmayors.org/mayorphotos/Lewellen_Lori!54445.jpg","http://daniabeachfl.gov","32271"
"Miami Lakes","FL","Manny Cid","cidm@miamilakes-fl.gov","305-364-6100","https://secure.usmayors.org/mayorphotos/Cid_Manny!53146.jpg","http://www.miamilakes-fl.gov","31628"
"Key West","FL","Teri Johnston","tjohnston@cityofkeywest-fl.gov","305-809-3840","https://secure.usmayors.org/mayorphotos/Johnston_Teri!54522.jpg","https://www.cityofkeywest-fl.gov","24565"
"Naples","FL","Bill Barnett","mayorbill@naplesgov.com","","https://community.usmayors.org/resource/CommunityAssets/assets/images/people/50/Avatar.jpg","http://www.naplesgov.com","20976"
"Pinecrest","FL","Joseph M Corradino","","","https://community.usmayors.org/resource/CommunityAssets/assets/images/people/50/Avatar.jpg","http://www.pinecrest-fl.gov","19444"
"Hialeah Gardens","FL","Yioset De La Cruz","ydelacruz@cityofhialeahgardens.com","305-558-4114","https://secure.usmayors.org/mayorphotos/De_La_Cruz_Yioset!2023.jpg","http://www.cityofhialeahgardens.com","19297"
"Vero Beach","FL","Tony Young","awyoung@covb.org","772-978-4700","https://secure.usmayors.org/mayorphotos/Young_Tony!54886.jpg","http://www.covb.org","17236"
"Wilton Manors","FL","Justin S. Flippen J.D.","jflippen@wiltonmanors.com","","https://secure.usmayors.org/mayorphotos/Flippen_Justin!3060.jpg","http://www.wiltonmanors.com","12697"
"Miami Shores Village","FL","Crystal Wagar","crystalwagar@msvfl.gov","786-501-5595","https://secure.usmayors.org/mayorphotos/Wagar_Crystal!54779.jpg","https://www.miamishoresvillage.com","10649"
"North Bay Village","FL","Brent Latham","blatham@nbvillage.com","305-756-7171","https://secure.usmayors.org/mayorphotos/Latham_Brent!54833.jpg","http://www.nbvillage.com","8296"
"Sanibel","FL","Kevin Ruane","pamela.smith@mysanibel.com","239-472-3700","https://secure.usmayors.org/mayorphotos/Ruane_Kevin!2726.jpg","http://www.mysanibel.com","7402"
"Pembroke Park","FL","Ashira Mohammed","amohammed@townofpembrokepark.com","954-966-4600","https://secure.usmayors.org/mayorphotos/Mohammed_Ashira!2578.JPG","http://www.townofpembrokepark.com","6730"
"Bal Harbour Village","FL","Gabriel Groisman","mayor@balharbourfl.gov","305-866-4633","https://secure.usmayors.org/mayorphotos/Groisman_Gabriel!1414.jpg","http://www.balharbourfl.gov","3039"
"El Portal","FL","Claudia V. Cubillos","mayorcubillos@villageofelportal.org","305-778-4199","https://secure.usmayors.org/mayorphotos/Cubillos_Claudia!54747.jpg","http://elportalvillage.com","2491"
"Virginia Gardens","FL","Fred Spencer Deno IV","mayor@virginiagardens-fl.gov","305-986-3017","https://secure.usmayors.org/mayorphotos/Deno_Fred!3487.jpg","http://www.virginiagardens-fl.gov","2431"
"Atlanta","GA","Keisha Lance Bottoms","kljohnson@atlantaga.gov","404-330-6100","https://secure.usmayors.org/mayorphotos/Bottoms_Keisha!53974.jpg","http://www.atlantaga.gov","498044"
"Augusta","GA","Hardie Davis Jr.","mayordavis@augustaga.gov","706-821-1831","https://secure.usmayors.org/mayorphotos/Davis_Hardie!56.JPG","http://www.augustaga.gov","196939"
"Columbus","GA","B. H. 'Skip' Henderson III","skiphenderson@columbusga.org","706-225-4712","https://secure.usmayors.org/mayorphotos/Henderson_Skip!54536.jpg","http://www.columbusga.org","194160"
"Macon","GA","Robert A.B. Reichert","reichert@maconbibb.us","478-751-7170","https://secure.usmayors.org/mayorphotos/Reichert_Robert!678.jpg","http://www.maconbibb.us","153095"
"Savannah","GA","Van R. Johnson II","vjohnson01@savannahga.gov","912-651-6444","https://secure.usmayors.org/mayorphotos/Johnson_Van!54799.jpg","http://www.ci.savannah.ga.us","145862"
"Athens","GA","Kelly Girtz","kelly.girtz@accgov.com","706-613-3010","https://secure.usmayors.org/mayorphotos/Girtz_Kelly!54548.jpg","http://www.athensclarkecounty.com","125964"
"Sandy Springs","GA","Russell 'Rusty' K. Paul","rpaul@sandyspringsga.gov","770-730-5600","https://secure.usmayors.org/mayorphotos/Paul_Rusty!3475.JPG","http://www.sandyspringsga.org","108797"
"South Fulton","GA","William 'Bill' Edwards","william.edwards@cityofsouthfultonga.gov","470-809-7721","https://secure.usmayors.org/mayorphotos/0034N00001mLMiR.jpg","http://www.cityofsouthfultonga.gov","97277"
"Roswell","GA","Lori Henry","mayorhenry@roswellgov.com","770-594-6288","https://secure.usmayors.org/mayorphotos/Henry_Lori!53994.jpg","http://ci.roswell.ga.us","94650"
"Johns Creek","GA","Michael Bodker","mbodker@comcast.net","678-512-3313","https://secure.usmayors.org/mayorphotos/Bodker_Michael!3306.JPG","http://www.johnscreekga.gov","84310"
"Goodyear","AZ","Georgia Lord","georgia.lord@goodyearaz.gov","623-882-7776","https://secure.usmayors.org/mayorphotos/Lord_Georgia!1934.JPG","http://www.goodyearaz.gov","82835"
"Warner Robins","GA","Randy Toms","rtoms@wrga.gov","912-929-1115","https://secure.usmayors.org/mayorphotos/Toms_Randy!1219.jpg","http://www.wrga.gov","75797"
"Albany","GA","Bo Dorough","bdorough@albanyga.gov","229-888-2757","https://secure.usmayors.org/mayorphotos/Dorough_Bo!54825.jpg","http://www.albany.ga.us","75249"
"Alpharetta","GA","Jim Gilvin","jgilvin@alpharetta.ga.us","678-297-6020","https://secure.usmayors.org/mayorphotos/Gilvin_Jim!54767.jpg","http://alpharetta.ga.us","66255"
"Marietta","GA","Steve 'Thunder' Tumlin","stumlin@mariettaga.gov","770-528-0595","https://secure.usmayors.org/mayorphotos/Tumlin_Steve!698.jpg","http://www.mariettaga.gov","60806"
"Smyrna","GA","Derek Norton","dnorton@smyrnaga.gov","770-434-6600","https://secure.usmayors.org/mayorphotos/Norton_Derek!54824.jpg","https://www.smyrnaga.gov","56706"
"Valdosta","GA","Scott James Matheson","sjmatheson@valdostacity.com","229-259-3500","https://secure.usmayors.org/mayorphotos/Matheson_Scott!54823.jpg","http://www.valdostacity.com","56426"
"Stonecrest","GA","Jason Lary","jlary@stonecrestga.gov","770-224-0200","https://secure.usmayors.org/mayorphotos/Lary_Jason!54733.jpg","https://www.stonecrestga.gov","54522"
"Brookhaven","GA","John Arthur Ernst Jr.","john.ernst@brookhavenga.gov","404-637-0710","https://secure.usmayors.org/mayorphotos/Ernst_John!3544.jpg","http://brookhavenga.gov","54145"
"Dunwoody","GA","Lynn Deutsch","lynn.deutsch@dunwoodyga.gov","678-382-6700","https://secure.usmayors.org/mayorphotos/Deutsch_Lynn!54822.jpg","http://dunwoodyga.gov","49459"
"Peachtree Corners","GA","Mike Mason","mmason@peachtreecornersga.org","678-691-1200","https://secure.usmayors.org/mayorphotos/Mason_Mike!3114.jpg","http://www.cityofpeachtreecornersga.com","43509"
"Gainesville","GA","C. Danny Dunagan Jr.","ddunagan@gainesville.org","770-535-6860","https://secure.usmayors.org/mayorphotos/Dunagan_Danny!3489.jpg","http://www.gainesville.org","41464"
"Newnan","GA","Keith Brady","kbrady@cityofnewnan.org","770-253-2682--x-206","https://secure.usmayors.org/mayorphotos/Brady_Keith!3528.jpg","http://www.cityofnewnan.org","39784"
"Milton","GA","Joe Lockwood","joe.lockwood@cityofmiltonga.us","678-242-2484","https://secure.usmayors.org/mayorphotos/Lockwood_Joe!3413.JPG","http://cityofmiltonga.us","39217"
"Rome","GA","Bill Collins","bcollins@romega.us","706-291-0208","https://secure.usmayors.org/mayorphotos/Collins_Bill!54648.jpg","http://www.romefloyd.com","36634"
"Peachtree City","GA","Vanessa Fleisch","vfleisch@peachtree-city.org","770-487-7657","https://secure.usmayors.org/mayorphotos/Fleisch_Vanessa!3213.jpg","http://www.peachtree-city.org","35766"
"East Point","GA","Deana Holiday Ingraham","mayor@eastpointcity.org","404-270-7093","https://secure.usmayors.org/mayorphotos/Ingraham_Deana!53992.jpg","http://www.eastpointcity.org","34849"
"Douglasville","GA","Rochelle Robinson","robinsonr@douglasvillega.gov","678-449-3000","https://secure.usmayors.org/mayorphotos/Robinson_Rochelle!3525.jpg","http://www.ci.douglasville.ga.us","34190"
"Kennesaw","GA","Derek Easterling","deasterling@kennesaw-ga.gov","770-424-8274","https://secure.usmayors.org/mayorphotos/Easterling_Derek!3526.jpg","http://www.kennesaw-ga.gov","34172"
"Dalton","GA","Dennis Mock","dmock@cityofdalton-ga.gov","706-278-9500","https://secure.usmayors.org/mayorphotos/Mock_Dennis!3524.jpg","http://www.cityofdalton-ga.gov","33500"
"Hinesville","GA","Allen Brown","","912-876-3564","https://secure.usmayors.org/mayorphotos/Brown_Allen!2035.jpg","http://www.cityofhinesville.org","32872"
"Statesboro","GA","Jonathan McCollar","jonathan.mccollar@statesboroga.gov","912-764-5468","https://secure.usmayors.org/mayorphotos/McCollar_Jonathan!2841.JPG","http://www.statesboroga.gov","31667"
"LaGrange","GA","Jim Thornton","mayor@lagrangega.org","706-883-2010","https://secure.usmayors.org/mayorphotos/Thornton_Jim!3527.jpg","http://www.lagrangega.org","30291"
"Union City","GA","Vince R. Williams","vwilliams@unioncityga.org","770-515-7892","https://secure.usmayors.org/mayorphotos/Williams_Vince!2927.jpg","http://www.unioncityga.org","21873"
"Fairburn","GA","Elizabeth Carr-Hurst","mayorhurst@fairburn.com","770-964-2244-x100","https://secure.usmayors.org/mayorphotos/Carr-Hurst_Elizabeth!53993.jpg","http://www.fairburn.com","15882"
"Honolulu","HI","Kirk Caldwell","mayor@honolulu.gov","808-768-4141","https://secure.usmayors.org/mayorphotos/Caldwell_Kirk!521.jpg","http://www.honolulu.gov","974563"
"Hilo","HI","Harry Kim","cohmayor@hawaiicounty.gov","808-961-8211","https://secure.usmayors.org/mayorphotos/Kim_Harry!53150.jpg","http://co.hawaii.hi.us","200983"
"Maui","HI","Michael Victorino","mayors.office@co.maui.hi.us","808-270-7855","https://secure.usmayors.org/mayorphotos/Victorino_Michael!54476.jpg","http://www.mauicounty.gov","167207"
"Kauai","HI","Derek S.K. Kawakami","mayor@kauai.gov","808-241-4900","https://secure.usmayors.org/mayorphotos/Kawakami_Derek!54475.jpg","http://www.kauai.gov","72133"
"Des Moines","IA","T.M. 'Frank' Franklin Cownie","fcownie@dmgov.org","515-283-4944","https://secure.usmayors.org/mayorphotos/Cownie_Frank!292.JPG","http://www.dmgov.org","216853"
"Cedar Rapids","IA","Brad Hart","b.hart@cedar-rapids.org","319-286-5051","https://secure.usmayors.org/mayorphotos/Hart_Brad!53996.jpg","http://www.cedar-rapids.org","133174"
"Davenport","IA","Mike Matson","mike.matson@davenportiowa.com","563-326-7701","https://secure.usmayors.org/mayorphotos/Matson_Mike!54828.jpg","http://www.cityofdavenportiowa.com","102085"
"Sioux City","IA","Bob Scott","bob@rescottco.com","712-279-6136","https://secure.usmayors.org/mayorphotos/Scott_Bob!1091.JPG","http://www.sioux-city.org","82396"
"Iowa City","IA","Bruce Teague","bruce-teague@iowa-city.org","319-536-1200","https://secure.usmayors.org/mayorphotos/Teague_Bruce!54951.jpg","http://www.icgov.org","76290"
"Waterloo","IA","Quentin M. Hart","mayor@waterloo-ia.org","319-291-4301","https://secure.usmayors.org/mayorphotos/Hart_Quentin!1228.jpg","http://www.ci.waterloo.ia.us","67798"
"Ames","IA","John Haila","jhaila@city.ames.ia.us","515-292-9428","https://secure.usmayors.org/mayorphotos/Haila_John!53995.jpg","http://www.city.ames.ia.us","67154"
"West Des Moines","IA","Steven K. Gaer","steve.gaer@wdm.iowa.gov","515-974-5261","https://secure.usmayors.org/mayorphotos/Gaer_Steven!1246.jpg","http://www.wdm.iowa.gov","66641"
"Ankeny","IA","Gary Lorenz","glorenz@ankenyiowa.gov","515-965-6400","https://secure.usmayors.org/mayorphotos/Lorenz_Gary!1368.jpg","http://www.ci.ankeny.ia.us","65284"
"Council Bluffs","IA","Matt Walsh","mayor@councilbluffs-ia.gov","712-328-4601","https://secure.usmayors.org/mayorphotos/Walsh_Matt!256.jpg","http://www.councilbluffs-ia.gov","62421"
"Dubuque","IA","Roy D. Buol","rdbuol@cityofdubuque.org","563-564-5455","https://secure.usmayors.org/mayorphotos/Buol_Roy!308.jpg","http://www.cityofdubuque.org","57941"
"Urbandale","IA","Bob Andeweg","bandeweg@urbandale.org","515-276-2434","https://secure.usmayors.org/mayorphotos/Andeweg_Bob!2936.jpg","http://www.urbandale.org","43949"
"Cedar Falls","IA","Rob Green","rob.green@cedarfalls.com","319-268-5118","https://secure.usmayors.org/mayorphotos/Green_Rob!54827.jpg","http://www.ci.cedar-falls.ia.us","41048"
"Marion","IA","Nicolas AbouAssaly","mayor@cityofmarion.org","319-743-6301","https://secure.usmayors.org/mayorphotos/AbouAssaly_Nicolas!2277.jpg","http://www.cityofmarion.org","39979"
"Bettendorf","IA","Robert Gallagher Jr.","bgallagher@bettendorf.org","563-344-4014","https://secure.usmayors.org/mayorphotos/Gallagher_Bob!1473.JPG","http://www.bettendorf.org","36543"
"Boise","ID","Lauren McLean","mayor@cityofboise.org","208-384-4422","https://secure.usmayors.org/mayorphotos/McLean_Lauren!54801.jpg","http://www.cityofboise.org","228790"
"Meridian","ID","Robert E. Simison","rsimison@meridiancity.org","208-489-0529","https://secure.usmayors.org/mayorphotos/Simison_Robert!54826.jpg","http://www.meridiancity.org","106804"
"Nampa","ID","Debbie Kling","debbie.kling@gmail.com","208-468-5401","https://secure.usmayors.org/mayorphotos/Kling_Debbie!53997.jpg","http://www.cityofnampa.us","96252"
"Idaho Falls","ID","Rebecca Casper","mayor@idahofallsidaho.gov","208-612-8235","https://secure.usmayors.org/mayorphotos/Casper_Rebecca!540.jpg","http://www.idahofallsidaho.gov","61535"
"Caldwell","ID","Garret L. Nancolas","cityhall@ci.caldwell.id.us","208-455-3000","https://secure.usmayors.org/mayorphotos/Nancolas_Garret!3354.JPG","http://cityofcaldwell.com/","56541"
"Pocatello","ID","Brian Blad","mayor@pocatello.us","208-234-6163","https://secure.usmayors.org/mayorphotos/Blad_Brian!937.jpg","http://www.pocatello.us","56266"
"Coeur d'Alene","ID","Steve Widmyer","mayor@cdaid.org","208-666-5754","https://secure.usmayors.org/mayorphotos/Steve_Widmyer!1636.jpg","http://www.coeurdaleneidaho.org","51303"
"Twin Falls","ID","Suzanne Hawkins","shawkins@tfid.org","208-735-7245","https://secure.usmayors.org/mayorphotos/Hawkins_Suzanne!54952.jpg","http://www.TFID.org","49764"
"Lewiston","ID","Michael Collins","mcollins@cityoflewiston.org","208-746-3671","https://secure.usmayors.org/mayorphotos/Collins_Michael!54138.jpg","http://www.cityoflewiston.org","32817"
"Ketchum","ID","Neil Bradshaw","nbradshaw@ketchumidaho.org","208-726-7803","https://secure.usmayors.org/mayorphotos/Bradshaw_Neil!54438.jpg","http://ketchumidaho.org","2827"
"Chicago","IL","Lori E. Lightfoot","alyssa.fisher@cityofchicago.org","312-744-5000","https://secure.usmayors.org/mayorphotos/Lightfoot_Lori!54730.jpg","http://www.cityofchicago.org","2705994"
"Aurora","IL","Richard C. Irvin","mayorsoffice@aurora-il.org","630-256-3010","https://secure.usmayors.org/mayorphotos/Irvin_Richard!53496.jpg","http://www.aurora-il.org","199602"
"Naperville","IL","Steve Chirico","mayor@naperville.il.us","630-420-6018","https://secure.usmayors.org/mayorphotos/Chirico_Steve!792.JPG","http://www.naperville.il.us","148304"
"Joliet","IL","Bob O'Dekirk","rodekirk@jolietcity.org","815-724-3700","https://secure.usmayors.org/mayorphotos/ODekirk_Bob!567.JPG","http://www.cityofjoliet.info","148099"
"Rockford","IL","Thomas P. McNamara","thomas.mcnamara@rockfordil.gov","779-348-7300","https://secure.usmayors.org/mayorphotos/McNamara_Thomas!53490.jpg","https://rockfordil.gov","146526"
"Springfield","IL","James O. Langfelder","jim.langfelder@springfield.il.us","217-789-2200","https://secure.usmayors.org/mayorphotos/Langfelder_James!1109.JPG","http://www.springfield.il.us","114694"
"Elgin","IL","David Kaptain","mayor@cityofelgin.org","847-931-6100","https://secure.usmayors.org/mayorphotos/Kaptain_David!342.JPG","http://www.cityofelgin.org","111683"
"Peoria","IL","Jim Ardis","jardis@peoriagov.org","309-494-8519","https://secure.usmayors.org/mayorphotos/Ardis_Jim!907.jpg","http://www.peoriagov.org","111388"
"Champaign","IL","Deborah Frank Feinen","deb.feinen@champaignil.gov","217-403-8720","https://secure.usmayors.org/mayorphotos/Feinen_Deborah!195.JPG","http://champaignil.gov","88029"
"Waukegan","IL","Sam Cunningham","mayor.cunningham@waukeganil.gov","847-599-2510","https://secure.usmayors.org/mayorphotos/Cunningham_Sam!53485.jpg","http://www.waukeganweb.net","86792"
"Cicero","IL","Larry Dominick","larry@thetownofcicero.com","708-656-3600x211","https://secure.usmayors.org/mayorphotos/Dominic_Larry!218.jpg","http://www.thetownofcicero.com","81597"
"Bloomington","IL","Tari Renner","trenner@iwu.edu","309-434-2210","https://secure.usmayors.org/mayorphotos/Renner_Tari!116.jpg","http://www.cityblm.org","77962"
"Arlington Heights","IL","Thomas W. Hayes","thayes@vah.com","847-259-6337","https://secure.usmayors.org/mayorphotos/Hayes_Thomas!43.JPG","http://www.vah.com","75249"
"Bolingbrook","IL","Roger C. Claar","nhigens@bolingbrook.com","630-226-8412","https://secure.usmayors.org/mayorphotos/Claar_Roger!123.jpg","http://www.bolingbrook.com","75178"
"Evanston","IL","Stephen H. Hagerty","shagerty@cityofevanston.org","847-866-2979","https://secure.usmayors.org/mayorphotos/Hagerty_Stephen!53495.jpg","http://www.cityofevanston.org","74106"
"Schaumburg","IL","Tom Dailly","tdailly@schaumburg.com","847-923-4700","https://secure.usmayors.org/mayorphotos/Dailly_Tom!54712.jpg","http://www.ci.schaumburg.il.us","73509"
"Decatur","IL","Julie Moore-Wolfe","jmwolfe@decaturil.gov","217-424-2804","https://secure.usmayors.org/mayorphotos/Moore-Wolfe_Julie!283.JPG","http://www.ci.decatur.il.us","71290"
"Palatine","IL","James W. Schwantz","jschwantz@palatine.il.us","847-359-9007","https://secure.usmayors.org/mayorphotos/Schwantz_James!880.jpg","http://www.palatine.il.us","68053"
"Skokie","IL","George C. Van Dusen","info@skokie.org","847-933-8269","https://secure.usmayors.org/mayorphotos/Van_Dusen_George!1093.JPG","http://www.skokie.org","63280"
"Des Plaines","IL","Matthew J. Bogusz","mbogusz@desplaines.org","847-391-5301","https://secure.usmayors.org/mayorphotos/Bogusz_Matthew!293.jpg","http://www.desplaines.org","58959"
"Orland Park","IL","Keith Pekau","kpekau@orlandpark.org","708-403-6167","https://secure.usmayors.org/mayorphotos/Pekau_Keith!53504.jpg","http://www.orland-park.il.us","58312"
"Tinley Park","IL","Jacob C. Vandenberg","jvandenberg@tinleypark.org","708-444-5021","https://secure.usmayors.org/mayorphotos/Vandenberg_Jacob!53489.jpg","http://www.tinleypark.org","56204"
"Oak Lawn","IL","Sandra Bury","sbury@oaklawn-il.gov","708-636-4400","https://secure.usmayors.org/mayorphotos/Bury_Sandra!850.jpg","http://www.oaklawn-il.gov","55511"
"Berwyn","IL","Robert J. Lovero","rlovero@ci.berwyn.il.us","708-788-2660","https://secure.usmayors.org/mayorphotos/Lovero_Robert!96.jpg","http://www.berwyn-il.gov","54917"
"Normal","IL","Chris Koos","mayor@normal.org","309-454-9503","https://secure.usmayors.org/mayorphotos/Koos_Chris!821.JPG","http://www.normal.org","54742"
"Mount Prospect","IL","Arlene A. Juracek","ajuracek@mountprospect.org","847-392-6000","https://secure.usmayors.org/mayorphotos/Juracek_Arlene!779.jpg","http://www.mountprospect.org","54198"
"Wheaton","IL","Philip J. Suess","psuess@wheaton.il.us","630-260-2014","https://secure.usmayors.org/mayorphotos/Suess_Philip!54739.jpg","http://www.wheaton.il.us","53150"
"Oak Park","IL","Anan Abu-Taleb","mayoranan@oak-park.us","708-358-5796","https://secure.usmayors.org/mayorphotos/Abu-Taleb_Anan!851.jpg","http://oak-park.us","52265"
"Hoffman Estates","IL","William 'Bill' D. McLeod","bill.mcleod@hoffmanestates.org","847-781-2604","https://secure.usmayors.org/mayorphotos/McLeod_William!516.jpg","http://www.hoffmanestates.org","51197"
"Downers Grove","IL","Bob Barnett","rtbarnett@downers.us","630-493-8807","https://secure.usmayors.org/mayorphotos/Barnett_Bob!54711.jpg","http://www.downers.us","49387"
