name,county,state,phone,email,website,address,city,zip,img_url
Sheriff Carmine Marceno,Lee,FL,(239) 477-1000,sheriff@sheriffleefl.org,www.sheriffleefl.org,,,,https://doc-00-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/prm629pvsmibv1i0bopvm0q6u4/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALoA-Agas9q4P1ff-nFgBMIV-t9k82VsCJGcuFuUjQwWWbdMLtKtm_hX-iooJAiVqJVCumQTQFdVMZ0BWb6wNA2SgjiYhBtbnwCBvu3pByYVPsiNaq_rxjuDrOSc2GnHxWISxvlULpXwz1HaKfB5AAAnwwM5HANntKzxxXhWDpZ1zPj0TEbQKvsXBb8hGCyzZn8wBo0Y_aeTVSfHvfMRRAAJelsnShNQ2XGEFP5GULcfSjD-ZRnce5yUePvOy3IBvHkgGyp8VrO__TNs8kjooYcxg7rceg?session\\u003d0\\u0026fife\
Sheriff Ric Bradshaw,Palm Beach,FL,(561) 688-3000,,www.pbso.org,,,,https://www.pbso.org/wp-content/uploads/2015/12/Sheriff-Bradshaw-30x37.jpg
Sheriff Gregory Tony,Broward,FL,(954) 831-8901,gregory_tony@sheriff.org,www.sheriff.org,,,,https://www.sheriff.org/PublishingImages/Headshots/Tony_G.jpg
Director Juan Perez,Miami-Dade,FL,(305) 471-3272,directorsoffice@mdpd.com,www.miamidade.gov/police,,,,https://doc-0g-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/felggnc4nih4cqp7kqre8doajc/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALqMFIahNa0uIxzO7GNzIDlto34uuipNjaJS_F2nsHpd1pSG4IM8SbgDmFVIkXfvmwAHd9s73FN6iN37KkwcxEKQlfey-2i3EDCNPVDNc-eX62PoZ2E78752xiEXlwtUOv-8yqHpqecOlH2CoRkdy3QX4lSAjfLX_Rtvb3LKQO6_Ic0zlGwkDK9hs0X_KXLfH76jWrADbyXYtZjuCFwwQjlV1NXQEshiA6ixwuu3sKZ5vk0vuiKgNdbDNd2atFKehH-wnSzSKEu9DKw1blG3ycsiB2qN5A?session\\u003d0\\u0026fife\
Sheriff R. L. Butch Conway,Gwinnett,GA,(770) 822-3140,butch.conway@gwinnettcounty.com,www.gwinnettcountysheriff.com,,,,http://www.gwinnettcountysheriff.com/Content/media/images/Butch1.jpg
Sheriff Jeffrey Mann,DeKalb,GA,(404) 298-8100,,www.dekalbsheriff.org,,,,https://doc-08-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/2m0rd9n36j8p9950sf6q3ndsts/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALrZQEFYxEfESCFgG3QIZ5yM0rqJ5DvcwSmcdnxWzgDDo9B_R0KWbpOU9iMwg9D5hmjENznbQCCVVdksG2ZcN-bOmbkAg8JYcQNL5U8fBJyYbhdktw9orU1aLuwb_9MqK1-6IzmtkmFudFmeLuM4G3XVJwTPg4yq3-Xtl8KAU04AwduFKSjSiBsH1XhfHcHbJb8xvmxunRyLTJIx_n2Rz42qNQgXcFVbrwq3gEDSx4Qwz-Z7PX9jx9okoNIekDrQBaq-GVAlAoA3h4GNzCHmd9hZpo3UqQ?session\\u003d0\\u0026fife\
Sheriff Ted Jackson,Fulton,GA,(404) 612-5100,,www.fultoncountysheriff.org,,,,https://doc-14-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/ieg4rur2c695dke2ed5f62f11k/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALomx9XNlhvxcB4Yqq3UbVLABAZ8GjHmLEo2zTeSa5t9QAfwI-TqGW1c8QXqgreDExIJbW840vYyMqHBEzc1bYfg0eg41e2cVEDKE3DwcO89uuzbgZ6uXTKWa9CBQt4PPrvgyHlNaDjU11Q92MwQ6z4P5GctvbyKN5ezzfKWwjEvexjpq-1CFjzgp0qFkRlIDqt2zcfa7BDQR1fuxmY8m9akgrHlj1wi2plOR2wnyLE6FchACW1sRJoJzV00FErasIM1oYm-7vPKNbk3FEQ6eXynh9wNag?session\\u003d0\\u0026fife\
Sheriff Thomas Dart,Cook,IL,(312) 603-6444,,www.cookcountysheriff.org,,,,https://www.cookcountysheriff.org/wp-content/uploads/2017/07/AssociatedPress.Craigslist.jpg
Sheriff John Idleburg,Lake,IL,(847) 377-4208,sheriff@lakecountyil.gov,www.lakecountyil.gov,,,,https://doc-10-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/7uoc14dgngvlcacdq2v3309eqs/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALrahOjT-H6_sc9jFf-yl00vvuR2LD9QO9JDLnS6BYxmcGFMLWLAoXKkTkR7oA5iz0AyU_vjMWzZOSqvmKc6gKZgKAvYGCvbHoIhRSXSoZkxwP2jfgEmoFSKYT3xM6FdY_Po8skpSeXPVH1_FyT6UWFcxoxfItQ3P8h0JHz5Zm1GyeG0iIuFzohfP1My8_ho5PD9xHpVQV8kCyWqPjkhK41-GENv8bsr0vM33hvyKppDTMcALY7RUhrdZ5a4oGHpgwgE5Xj5pzsoIUyJhfHpBsO9FdHb3g?session\\u003d0\\u0026fife\
Sheriff Kerry Forestal,Marion,IN,(317) 327-1310,,www.indy.gov/eGov/County/MCSD/Pages/home.aspx,,,,https://doc-14-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/piik6va4f9dc0pr3ha5ghl6nic/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALpZrNnax51Apk9NSRB429iCsEO6lIDi6opgOqng8ngf8-fWcR1ODcTQH-AuohAy03_Nsa22VEoSAPRd3yIvUsjTvL6y_YccdcxD3iQDFRY_O4zg_VKYJhcut6pweHuRd1ug_D4VT1PyyY1nPwFciWJ5VyBIUkHA2mYcHtPxvd1KYrnQQq8hFXC1SkGyd1Exm-un1lCbD4Jl4ZrHKLep8ycSpJ4RebVhnJK7nyPHbcI3SN5FrvN9o2Yf-o-ipoKq8Szks5hjiH2Ja_a8Lvef6y6o7jGcPg?session\\u003d0\\u0026fife\
Sheriff Calvin Hayden,Johnson,KS,,SHR-webmaster@jocogov.org,www.jocogov.org/dept/sheriff/home,,,,https://doc-0k-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/5tjiclf85k2o14fch0fbat24k0/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALrqnaoAM5RqDoMa5ieGmiuF03MPWTVHmG62d1JpN7efML5-Z78EHu5NYteyPprk2W2y7RyJIEUY6hy-5WQCtzPejzUt1kc4ISZfUh1LW88sguEigf7UBYffvKel3AUEl4-HI_ez14uoBRRXWH386xUG5nUw_VT_iXteMSTW47SxoCCPZQ13FLVRA4dV_Cde6a4XDFLe1QmcirITmVoVjXu5tX2-S5F3TNbn8tTzpQd-EL_SjdkleFmxrAGFbcT6KBzhlEZoWF3WY45UntACf-7O-DdSfQ?session\\u003d0\\u0026fife\
Sheriff John Aubrey,Jefferson,KY,(502) 552-0631,,www.jcosky.org,,,,https://doc-0g-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/fu3935naqp9m0qvn9g8krse5cs/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALqv-Pyo4_UrxzkW6yHjCPj9LQdOGoPqi2qOuk-IbtvIA3pCa4mnBdkTgEByM24sUzs2j4LALFFHRKVA4q8XdWMctZ9_Qu0TCoUY5kFRdALIyae1HIayc86tV8JD-ZpMj4vZgu1OW4u9t3JSS1QwnI0tkN4SAXX8634bnfgpsgE9H2RAp7S_mJLgMVX3pA-AsEOejKQSYX-gmqgZY22bynALF_3ob9W2MENOuo-lB1Xp6qsw8L_Lzvi9-Zw-BJyG-0cgeffTyX5HvPXkP5kCm-bk3h1OwA?session\\u003d0\\u0026fife\
Sheriff Sid Gautreaux,East Baton Rouge,LA,(225) 389-5055,,www.ebrso.org,PO Box 3277,Baton Rouge,70821-3277,https://doc-10-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/hbkqqbr6intu3n02b5sgcgipks/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALodANkoAxbIL4X4xpDmYQpLJU8pPt6qe7KTQKD9PI5WHN4b2btweZ7xC_2wxO6qAVHBV5w-jpK4E3wE55VH3RkUvteqGJdr0iQN2Sr8hF0DhnD5LHvZWiEiFRdAX8M-p58ocjIh3fn7y11yVr1urjGxVChF29AlaD4nSMCwl7V1ZDrRqTCPj8Jc_RKu9xwQkKWmTiyNZxmKNNdrI9LBvzgZIsAeAnPLNHTlZZlF3-thAK5w54ZZlv9msQkDe6VS-WrYlyvyqY7tz1iJ-ElioF-EKHO1NQ?session\\u003d0\\u0026fife\
Sheriff Randy Smith,St. Tammany,LA,(985) 809-8200,,www.stpso.com,PO Box 1120,Covington,70434-1120,https://doc-14-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/3b8nric571o7dm4rec3s0v5p84/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALrVkrsiOH0-Ub3A-pX1cMjGARMBzhBXGgSGQW4FD8VoMpmc4VDfX1g_qAhEimMojei78WC9QOwF2nO_AAEvLt1tUIL8NC9fKAxruF0K5B1bzP5kVvWxa-EhlmOR6nUUe24umybGTXhaFlP-l9r27X0ZKui9zhJkMAAxCCvwHx7bnTE8Mja-ryQRrLCdzvgrOZwzfZt8FlcoNX47mQjbl6dCA512Ejvs6kcit0_Fm26wfbnjxi0xH8KKOtojg_yIxZs7n2JN9-n5MYwhWyBeiSTpCBcj5g?session\\u003d0\\u0026fife\
Sheriff Joseph Lopinto,Jefferson,LA,(504) 363-5701,sheriff@jpso.com,www.jpso.com,,,,https://doc-0c-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/vgt2d7p8h6bfvcl9rc6r730fl0/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALoout9zqhwDiF-etY1q6hR0wJfRUKTkUmYY_VKqoZdSRt1G0ADHwZKrBHtOrnL5ou5S5iVrA_Nb0jNZ4RDEeuOe0P31IFs6RaI03rF8pCk8IPZg0P-WtWJwtEqtYXnrrrTzAB5yUcdy-pwwX3cfQMv3tp3dbNxREk0MwX6gITqssWT-d1S9JmNubrE4_MzDFBm3p9KFXjGIglI1mN9-hf22UujUN94FgEqH9pePzwmCZUB_-8ZKuKIWc0m0Q2Fe4Q39wn38RsDID45z--Fdco3ORmHDKA?session\\u003d0\\u0026fife\
Sheriff Kevin Coppinger,Essex,MA,(508) 527-2077,,www.mass.gov/essexsheriff,PO Box 924,Newburyport,104,https://www.essexsheriffma.org/sites/essexcountysheriff/files/styles/group_main_image/public/departments/sheriff.jpg?itok=mHxbK5Ug
High Sheriff Peter Koutoujian,Middlesex,MA,(781) 960-2800,pjkoutoujian@sdm.state.ma.us,www.middlesexsheriff.com,,,,https://doc-08-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/33e16n6onoh2gllmubon2288s4/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALqjepqr8n9LSbswUZnVchiUDXuJqBc6K-w-xP7bsy1MfYq9P9CuDZY04yGVFc6NTureCZnwo_DmsND8qkS7lj710FO8zrWbnQoQuDoJqwPQi9NN7TznaFAPzd2lVg3hvLnWpQQ69Rz5fDPG6NUcpm9Ztwkqpio7jZggN41n8jI7rplHp-UaZntxiRlWyiZVJAWLA9jVOjc8m9iP7q7aYNIqlwLub4RHVmrojscClQ6j4W8cOIZ-OCkq3Yh96DxSs2krNbWFUZaev9r8iazmEAVddHNBxw?session\\u003d0\\u0026fife\
Sheriff Steven Tompkins,Suffolk,MA,(617) 635-1000,info@scsdma.org,www.scsdma.org,,,,https://doc-14-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/snbbibohoal5qbs46ltb51uhbg/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALr2YZTmzU77atVffstTMW4Kben3gQMKkOE5vUTN6kpesHwTMxLIcT_lhMQeUK1Baen7hkeSjKcyaYUU5DZMsaYftNyhKvCPh-zKE3oUKDdoKtQf1rXOdgGPUbpXMvMVc0f9hwegUQN2i1TgOkbpTAOrpnV49462A42z4ZqCZPeiLRpo5MoPut7Q4nDrDuL1ZFR4upXvVV7JySUP40edAFEOjSKlYxkuGYYhgBvN_Khsx72NDAm8eVz_kLKAIjvuItWFd0C1LohfH6f7MaAm12np9B_njw?session\\u003d0\\u0026fife\
High Sheriff Jerry McDermott,Norfolk,MA,(781) 329-3706,jmcdermott@norfolksheriffma.org,www.norfolksheriff.com,PO Box 149,Dedham,2026,https://doc-0k-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/tugnarc9ehq8dje81t8l4rlot0/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALoyIQBPQjFMRlQIyOjYxin1MGLr3uauicw-GQjwKGdVddUZy5T5IipIaxPsxLJZYQs2oeL5UCHfNoAyaLXcW0XupI0-BwShFWO2t-anwsiKHCk6CIePi6G3H5JMG1-z5GNKW2pgFPH2tlDMhukCtth7DWNBOBlEXshnxDTWeoGpEbfD460jQnerTuwhvPN_Z68Rx7XQ9GW9VVQW5pnH1i8IBUyBzMkWBFkg-x3-M9evBQPeh8apdTNIKjI3UAA701C730ItWAXsxoEqcCb7b-c-LmBuBQ?session\\u003d0\\u0026fife\
Sheriff Thomas Hodgson,Bristol,MA,(508) 995-1311,,www.bcso-ma.us,,,,https://doc-0g-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/crj4ivkm7skhoou0uamffubnec/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALqbMX4Em9zIqRWKAIkH9LkXnSvhXgDmo0vwdMQgEYccWQ284kgO4STaA633gexXN2t-jQJbcSmRoEpUlQRuTyWsnAuN9juRQR0BMdbpZ39KVm_2CQny1xofiBnrGORDItZtnQRsSW4CloGqKbI4AChHHrqCSYTdNt_iWSScHMOslmHwy5DwBNOgiIO7sGSh8emM2RMRLCoPofJOO9VluTOErhhQSnfOrgWptYW7qMaOz-CAenkRvaTm0mq7BeHT_8Fa-PNPxYwoIJhmP1J7JiIA4PZaUw?session\\u003d0\\u0026fife\
Sheriff Michelle LaJoye-Young,Kent,MI,(616) 632-6100,michelle.young@kentcountymi.gov,www.accesskent.com,,,,https://doc-08-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/emmogmpugtolo6s7lendg09hfc/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALpuu-08oiURvyqseTOliZtqk1NCAsn58P9uGX2Poy1S6YpgpqhlnMxAj0WZaJQBUVFO2fVSSrYpbc342ayQ1WUTSFsLJPZcRoGYXLK0hAns3372wnsgLZchEo4fMo89-ZLdD3Uv1ih8nlTH3GmOKd6BWffDEIZ4aCTPyObWWy4I8s7ZZcYLtzokvM212K7KSm2hVq31IgstDkCcRKQzqwNqJmoJJJ_QXe9qWm0P_VkAfpaBGrWBdFdQL9hbaSdHqJWfriwgOeDckTXrWsCwil_ounyPuQ?session\\u003d0\\u0026fife\
Sheriff Michael Bouchard,Oakland,MI,(248) 858-5001,ocso@oakgov.com,www.oaklandsheriff.com,,,,https://doc-00-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/4s22g746jg1ja28hpgkr4o9kjc/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALoXc00k2WS1DsZc-ITrXMrcwmTjOJZW8PQ77srQ7wADAz1ONfrR6X3iQWtXoCXgxIv3SFDDAAXYiJW4qYUMceg0NlvO3hPv5AzW5OBg91wlTnsrNNRvQB4JxIh4UalXSwGMjiNqBmb6lkHNruMDsHL1PiwZPKBeaTrolB2IdoV6gyYPYpKPsuJLwMOV2Ca2Gj1Lh1SN1mbKm24j63u_rT6IkteRYRrjlzg1_DIcKC8433aoS-1PvmxVR43A_hWuRFTAsdqqbgTFMDjMS_VkcNUjg_6ntA?session\\u003d0\\u0026fife\
Sheriff Anthony Wickersham,Macomb,MI,(586) 307-9343,sheriff@macombsheriff.com,www.macombsherif.com,,,,https://doc-0g-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/uldhllhuanbd5u95pgs4thirqo/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALpT5S0OL4PHAkMvxisE8vBH4jYmd684f6oO3aOcOXCh4UB1a_rP6PUn12fuX178qq_jzKUTkbMzFGH0dY8pUebHDhTERJFHRssDMHkIPjjVLinKI4YSnrY_zIcxa_aIeuuOxlcb5xVxQ54Aht4u2csl8NRJkHzbSqHEbvuJvinDAWDLQZ5sXWY6oJ8MEB2vKNMPyC5we3n7qXIX7S07XAS6BABwQYINN_CZ1yFkIVuAfQYTHj1hzWz2sGZ8aFd9rxzPowsofzUbnc-yjT2mN490iB7zQw?session\\u003d0\\u0026fife\
Sheriff Benny Napoleon,Wayne,MI,(313) 224-7491,,www.sheriffconnect.com,,,,https://doc-08-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/c7r26mo55bbajtg6mg7svjf0d0/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALoYNJS2PlV2a5-Q3xAFz8g04Mwf02jot9-W--ANGRIsqjf3zOm1YPAQUc26puo5xNatP3YwJtt3Gu3Hb4zDA3mHjXyzwfK-NYdPBXl_R9i20eZOkjqEErft5RDK-3etoyM_UTyGUN7_JRQCq-tBNymu7moHZA6Fp-v2vzyyHy12MfVRu1Wyu4lENnSY47lpwqqaQiQj92ESmORHR_u-Iy0cRPR9be3a00dMjd0vrgb-XqBcsnk79FpxlxYa9yqgcyHPk3CwDitEYBz0WVfMOuA9foUH_A?session\\u003d0\\u0026fife\
Sheriff Dave Hutchinson,Hennepin,MN,(612) 348-2347,david.hutchinson@hennepin.us,www.hennepinsheriff.org,"350 S 5th St, Room 6 Courthouse",Minneapolis,55415-1316,https://doc-0c-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/u32i9vpp9bn09h6lsjo72vkncs/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALrKVCacRyE5tdGzHhuSXJD5xtH06PZRgkKAgSOvEsBfVHgB_V4e-5P_czQkYMizqex2ztsrWUO2Eg384Uw8UoLYhmwxU02ekKQCyTYpfMdbCltUlodbSFM559xJzr_Pc_7oi_kZ8qHU8TSvZhIVbzswDWnaqETxXKXU6x9FVBGaT-cg3xqq5QLrgl17iDAOUCyu5OmcoVCIuYvJ8gC0lHgiTBrTqCx0HN-XYpQ3LgQ_jydegp_DyeYEW2Bs3XdtcsuYfPHJ0uY1lSVNWVZ-CvCxrZHQpA?session\\u003d0\\u0026fife\
Sheriff Timothy Dunning,Douglas,NE,(402) 444-3578,,www.dcsheriff.info,,,,https://strongnation.s3.amazonaws.com/image/881/square_small.jpg?1507733251
Sheriff Joseph Lombardo,Clark,NV,(702) 828-3231,sheriff@lvmpd.com,www.lvmpd.com,,,,https://doc-0c-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/t589p3754im5oe3o8h25fkvj9c/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALow_nz7BG59ii3A_zCuJnCq29xApKLMopMDsHoHW3f42eL8IEOhxXCS4upv_5lQ5avpfVTiMMSUEBhBrhgZqvyr4MuHmgLsdZjylutErxAoI7A1jN5epawHPKLktlGCt-wpMT7I86uDyOyUllBfRCvfEFa9eMZo6k_ymuLcmMX2GhPFTgDniF9ImYsVYL5shtOCJH_xPRTiDMsXNS0mcnj2-JAWKJT6ML8n_10pCGY9M-qrXZgoXIHgXUCUT2gblMrUed3KTT7e-bTPGeLEx1BuuX-hbA?session\\u003d0\\u0026fife\
Sheriff Anthony Cureton,Bergen,NJ,(201) 336-3500,,www.bcsd.us/Default.aspx,,,,https://doc-0g-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/pufovc8lls8ak3lbsakhlclpds/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALqjh_I5TUJxMrhjKv9QOEk_HKubdoQx2Pv9uDcLtSzoyZZ39tLbSPmULrNx2N2_NyM0i76jTIZYlNusiLfRykxcVVLBd01hQoRRvF7kOjkTWWbv1tr8g-LGWcwD9AKQJNpRoQEFOabAHyOn09RnbyC_63daESJAo--sIy4QS5uY9TV_CeoTayXeby-rzFOTp3DLoJfWSq1glVchS8zslKngUEXWRvgNVK6gS9jpU9o57Aq5DohAVl7r4Cc6tQwCKUspTZOGt_M_lfIUg7IayRThlOgf9w?session\\u003d0\\u0026fife\
Sheriff Richard Berdnik,Passaic,PA,(973) 389-5900,,www.passaiccountysheriff.org,,,,https://doc-14-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/jlgvm12jtdtkk5kdr6cccbams8/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALoWmUZCRAoM_w7bc0Pjt7-ZwGuaVlaI0uLbYrIu_JFdeSS_CAkagoFrTqplTP1Pw3Tya13HGooEjRgWzzB3JGkFp6KEpwOfr0p6oDouwGm0mRZmktl_SrBp3Z4lcV-ECIyM2I1x00Bhyj2JG9PpGy9Njl2gF-UCokGTCGN3J44xaGzA_Fz2vc9tI6g76GLX8yKmJnzvJKqWQZT4Kle3737146UZ4TMZ0zxRX2BQlBUAYB0tQMKdpaY7C2w9IorI9jO9ziVuyyWb2_si4wXoaqncYPRqlQ?session\\u003d0\\u0026fife\
Sheriff Manuel Gonzales,Bernalillo,NM,(505) 468-7100,mxgonzales@bernco.gov,www.bernalillocountysheriff.com,,,,https://doc-0c-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/lpe5geisnbv2aan51evncoiaik/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALrWyLL7YL_obhtOg57uQzZ4igtiB3ge-_AsOrdxxesSX5b3TkCwoeV7cCEeRCkZ2H9omidY1QSf6R5iTA2awwgrb4Xjh7gLRwDwSIhMCW8K1R1jHNmfP9ZXMGCjzDKZC8j59-XVDpnQuY3as6h_ct0FETKMOpe_BwTiTI4lNSE_Fdg30S-yIEqqny3Fdwlr18bOfJuQu9nNG9VcYAkJLtDd5d8GNH5TS2aLC367aCwbj68py4g9xistHA-Ol5hNUICzNCcHCXX0oNbx5SrlKwFik7I0mQ?session\\u003d0\\u0026fife\
Sheriff Errol Toulon,Suffolk,NY,(631) 852-2205,errol.toulon@suffolkcountyny.gov,www.suffolkcountyny.gov/sheriff/Home.aspx,,,,https://doc-14-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/j8oh4c5bnr8a467ev94999i1lg/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALoEF2ybLUKdU_KNKqjLY65r_rfYH0YgSwA9U-f7mF-CWKh0EOxc4iZIYH-byOCebp1VzslYw-g5Qq1MJhRAJGt3KUc7LMsrChcxvT7mmZ4m_Bn7wlPlMcDWnScOBv-LRoBPrOrLKQ61KF6zRIiD4kSqP7GNYvY5h01fG1mvskXOWBbDSNoP51IfIelH_zmkceoK6hKN00QC7f0X7Roq2oNdqWqYjmvBV3Q9Gwgvbe1I1vSokhzaQX_h_Y9r0SXrZvBCgXQPWLEazmA5YPNPvBVfnfT0fw?session\\u003d0\\u0026fife\
Sheriff Todd Baxter,Monroe,NY,(585) 753-4178,monroecountysheriff.info,www.monroecounty.gov/sheriff,,,,https://doc-14-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/3siel9tu4q8lr64qnm2fis5pp8/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALqewp-_lth90iiw1G5GOHE5g0QWdITet3HI7zwZLvptJl8vW-Ts1YR5MOM65eNCuqOQDI72eia6shpYk2NqD0Wa8wKfQbeWGuWGgO_t1jIuVN8XEjPL6OLcNLa1dKaJ1q9BjM2yVA7mi6Pnm_3dUECozZ8kfN25Vky_ALGQSnEUE7Os27URGikviM3GEzREWaHT4Gxn_l6Ixy-1nhbDX24giZNHboxuqQmD4T29QXLSY7dvphhBSACTrN9LnzFO6MmQqM_AnZTrqwDWDVXRLoV9CFXYuw?session\\u003d0\\u0026fife\
Sheriff Garry McFadden,Mecklenburg,NC,(704) 336-2543,,www.mecksheriff.com,,,,https://doc-0c-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/pusf6n8026mtd6l1tqjevgocko/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALoAsZHDDj9GB6ZBdFHKPbDG9QpL_maEwWBElaYrYHhO5anBC23aKMmKolRT8ux8yHh235IvdHUXMiyx2NOsPBjevqVt1JNlpeiG6_kIWAclqnq5xtewPqnSW1FsnSTo7LowvPFsJQNQjzX5JTmOT4j11XqPRylw0iHaIRUgPlVpqY8me3PyVzAgFkqaIZHopVec0f3epp6oB2Eu_Mk7HJg_NZBEL3xwB7zUFNRXhuPXh9bsb3kxEOUQaLwH5z1axhmCzVJIlVdk8IPuDJCRtgU9T1TSvw?session\\u003d0\\u0026fife\
Sheriff Cliff Pinkney,Cuyahoga,OH,(216) 443-6000,cpinkney@cuyahogacounty.us,www.sheriff.cuyahogacounty.us,,,,https://doc-10-8k-mymaps.googleusercontent.com/untrusted/hostedimage/67ht0gn364521qiheeia79564g/8pn04ce834c0dv0ug72tb14va0/1591896600000/sxIlIdZoLh4xI8i-L7KBCC7xYQoVdnSk/*/6AF2TALrCiRA3rsEi5vkQcbG2PnKd0qHylOVBWkQATsSTqZHWQ9Wt8ULL7E8n1bNQ_7dDxH1v71SXJKMuIxrNW6JmyNBEKo9aTk-8T9DGoYG_QxRufKHcD2HPAi5_J52WQTLEoMICNsXcUspsoaknOPBWrjsTCsJi12_RIOb6yKzeYRugGB1SpEBHB89SDex_59IKCmMxtKfgEAdOAq6krMxp5f7eiAlfVZPFRHPT5vt1b4BwbCZP0_m8Iadeh-W--9rNQd3mrsMVTYXqlc7jFf49jtwvicTxLQ?session\\u003d0\\u0026fife\
